ID,Nombre,Tipo,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,Altura,Peso,Experiencia Base,URL imagen
998,baxcalibur,"['dragon', 'ice']",115,145,92,75,86,87,21,2100,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
999,gimmighoul,['ghost'],45,30,70,75,70,10,3,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
1000,gholdengo,"['steel', 'ghost']",87,60,95,133,91,84,12,300,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
1001,wo-chien,"['dark', 'grass']",85,85,100,95,135,70,15,742,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
1002,chien-pao,"['dark', 'ice']",80,120,80,90,65,135,19,1522,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
1003,ting-lu,"['dark', 'ground']",155,110,125,55,80,45,27,6997,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
1004,chi-yu,"['dark', 'fire']",55,80,80,135,120,100,4,49,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
1005,roaring-moon,"['dragon', 'dark']",105,139,71,55,101,119,20,3800,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
1006,iron-valiant,"['fairy', 'fighting']",74,130,90,120,60,116,14,350,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
1007,koraidon,"['fighting', 'dragon']",100,135,115,85,100,135,25,3030,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
1008,miraidon,"['electric', 'dragon']",100,85,100,135,115,135,35,2400,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
1009,walking-wake,"['water', 'dragon']",99,83,91,125,83,109,35,2800,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
1010,iron-leaves,"['grass', 'psychic']",90,130,88,70,108,104,15,1250,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
1011,dipplin,"['grass', 'dragon']",80,80,110,95,80,40,4,97,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
1012,poltchageist,"['grass', 'ghost']",40,45,45,74,54,50,1,11,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
1013,sinistcha,"['grass', 'ghost']",71,60,106,121,80,70,2,22,178,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
1014,okidogi,"['poison', 'fighting']",88,128,115,58,86,80,18,922,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png
1015,munkidori,"['poison', 'psychic']",88,75,66,130,90,106,10,122,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png
1016,fezandipiti,"['poison', 'fairy']",88,91,82,70,125,99,14,301,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
1017,ogerpon,['grass'],80,120,84,60,96,110,12,398,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png
1018,archaludon,"['steel', 'dragon']",90,105,130,125,65,85,20,600,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png
1019,hydrapple,"['grass', 'dragon']",106,80,110,120,80,44,18,930,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
1020,gouging-fire,"['fire', 'dragon']",105,115,121,65,93,91,35,5900,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
1021,raging-bolt,"['electric', 'dragon']",125,73,91,137,89,75,52,4800,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
1022,iron-boulder,"['rock', 'psychic']",90,120,80,68,108,124,15,1625,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
1023,iron-crown,"['steel', 'psychic']",90,72,100,122,108,98,16,1560,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
1024,terapagos,['normal'],90,65,85,65,85,60,2,65,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png
1025,pecharunt,"['poison', 'ghost']",88,88,160,88,88,88,3,3,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png
10001,deoxys-attack,['psychic'],50,180,20,180,20,150,17,608,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
10002,deoxys-defense,['psychic'],50,70,160,70,160,90,17,608,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
10003,deoxys-speed,['psychic'],50,95,90,95,90,180,17,608,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
10004,wormadam-sandy,"['bug', 'ground']",60,79,105,59,85,36,5,65,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
10005,wormadam-trash,"['bug', 'steel']",60,69,95,69,95,36,5,65,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
10006,shaymin-sky,"['grass', 'flying']",100,103,75,120,75,127,4,52,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png
10007,giratina-origin,"['ghost', 'dragon']",150,120,100,120,100,90,69,6500,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
10008,rotom-heat,"['electric', 'fire']",50,65,107,105,107,86,3,3,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png
10009,rotom-wash,"['electric', 'water']",50,65,107,105,107,86,3,3,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png
10010,rotom-frost,"['electric', 'ice']",50,65,107,105,107,86,3,3,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png
10011,rotom-fan,"['electric', 'flying']",50,65,107,105,107,86,3,3,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png
10012,rotom-mow,"['electric', 'grass']",50,65,107,105,107,86,3,3,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png
10013,castform-sunny,['fire'],70,70,70,70,70,70,3,8,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png
10014,castform-rainy,['water'],70,70,70,70,70,70,3,8,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png
10015,castform-snowy,['ice'],70,70,70,70,70,70,3,8,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png
10016,basculin-blue-striped,['water'],70,92,65,80,55,98,10,180,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
10017,darmanitan-zen,"['fire', 'psychic']",105,30,105,140,105,55,13,929,189,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
10018,meloetta-pirouette,"['normal', 'fighting']",100,128,90,77,77,128,6,65,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
10019,tornadus-therian,['flying'],79,100,80,110,90,121,14,630,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
10020,thundurus-therian,"['electric', 'flying']",79,105,70,145,80,101,30,610,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
10021,landorus-therian,"['ground', 'flying']",89,145,90,105,80,91,13,680,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
10022,kyurem-black,"['dragon', 'ice']",125,170,100,120,90,95,33,3250,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
10023,kyurem-white,"['dragon', 'ice']",125,120,90,170,100,95,36,3250,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
10024,keldeo-resolute,"['water', 'fighting']",91,72,90,129,90,108,14,485,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
10025,meowstic-female,['psychic'],74,48,76,83,81,104,6,85,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
10026,aegislash-blade,"['steel', 'ghost']",60,140,50,140,50,60,17,530,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
10027,pumpkaboo-small,"['ghost', 'grass']",44,66,70,44,55,56,3,35,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
10028,pumpkaboo-large,"['ghost', 'grass']",54,66,70,44,55,46,5,75,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
10029,pumpkaboo-super,"['ghost', 'grass']",59,66,70,44,55,41,8,150,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
10030,gourgeist-small,"['ghost', 'grass']",55,85,122,58,75,99,7,95,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
10031,gourgeist-large,"['ghost', 'grass']",75,95,122,58,75,69,11,140,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
10032,gourgeist-super,"['ghost', 'grass']",85,100,122,58,75,54,17,390,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
10033,venusaur-mega,"['grass', 'poison']",80,100,123,122,120,80,24,1555,281,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png
10034,charizard-mega-x,"['fire', 'dragon']",78,130,111,130,85,100,17,1105,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png
10035,charizard-mega-y,"['fire', 'flying']",78,104,78,159,115,100,17,1005,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png
10036,blastoise-mega,['water'],79,103,120,135,115,78,16,1011,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png
10037,alakazam-mega,['psychic'],55,50,65,175,105,150,12,480,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png
10038,gengar-mega,"['ghost', 'poison']",60,65,80,170,95,130,14,405,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
10039,kangaskhan-mega,['normal'],105,125,100,60,100,100,22,1000,207,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png
10040,pinsir-mega,"['bug', 'flying']",65,155,120,65,90,105,17,590,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png
10041,gyarados-mega,"['water', 'dark']",95,155,109,70,130,81,65,3050,224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
10042,aerodactyl-mega,"['rock', 'flying']",80,135,85,70,95,150,21,790,215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png
10043,mewtwo-mega-x,"['psychic', 'fighting']",106,190,100,154,100,130,23,1270,351,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
10044,mewtwo-mega-y,['psychic'],106,150,70,194,120,140,15,330,351,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
10045,ampharos-mega,"['electric', 'dragon']",90,95,105,165,110,45,14,615,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
10046,scizor-mega,"['bug', 'steel']",70,150,140,65,100,75,20,1250,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png
10047,heracross-mega,"['bug', 'fighting']",80,185,115,40,105,75,17,625,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
10048,houndoom-mega,"['dark', 'fire']",75,90,90,140,90,115,19,495,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
10049,tyranitar-mega,"['rock', 'dark']",100,164,150,95,120,71,25,2550,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png
10050,blaziken-mega,"['fire', 'fighting']",80,160,80,130,80,100,19,520,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png
10051,gardevoir-mega,"['psychic', 'fairy']",68,85,65,165,135,100,16,484,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
10052,mawile-mega,"['steel', 'fairy']",50,105,125,55,95,50,10,235,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
10053,aggron-mega,['steel'],70,140,230,60,80,50,22,3950,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png
10054,medicham-mega,"['fighting', 'psychic']",60,100,85,80,85,100,13,315,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png
10055,manectric-mega,['electric'],70,75,80,135,80,135,18,440,201,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png
10056,banette-mega,['ghost'],64,165,75,93,83,75,12,130,194,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png
10057,absol-mega,['dark'],65,150,60,115,60,115,12,490,198,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png
10058,garchomp-mega,"['dragon', 'ground']",108,170,115,120,95,92,19,950,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
10059,lucario-mega,"['fighting', 'steel']",70,145,88,140,70,112,13,575,219,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png
10060,abomasnow-mega,"['grass', 'ice']",90,132,105,132,105,30,27,1850,208,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png
10061,floette-eternal,['fairy'],74,65,67,125,128,92,2,9,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png
10062,latias-mega,"['dragon', 'psychic']",80,100,120,140,150,110,18,520,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png
10063,latios-mega,"['dragon', 'psychic']",80,130,100,160,120,110,23,700,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png
10064,swampert-mega,"['water', 'ground']",100,150,110,95,110,70,19,1020,286,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png
10065,sceptile-mega,"['grass', 'dragon']",70,110,75,145,85,145,19,552,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png
10066,sableye-mega,"['dark', 'ghost']",50,85,125,85,115,20,5,1610,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png
10067,altaria-mega,"['dragon', 'fairy']",75,110,110,110,105,80,15,206,207,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png
10068,gallade-mega,"['psychic', 'fighting']",68,165,95,65,115,110,16,564,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png
10069,audino-mega,"['normal', 'fairy']",103,60,126,80,126,50,15,320,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png
10070,sharpedo-mega,"['water', 'dark']",70,140,70,110,65,105,25,1303,196,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png
10071,slowbro-mega,"['water', 'psychic']",95,75,180,130,80,30,20,1200,207,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png
10072,steelix-mega,"['steel', 'ground']",75,125,230,55,95,30,105,7400,214,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png
10073,pidgeot-mega,"['normal', 'flying']",83,80,80,135,80,121,22,505,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png
10074,glalie-mega,['ice'],80,120,80,120,80,100,21,3502,203,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png
10075,diancie-mega,"['rock', 'fairy']",50,160,110,160,110,110,11,278,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
10076,metagross-mega,"['steel', 'psychic']",80,145,150,105,110,110,25,9429,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png
10077,kyogre-primal,['water'],100,150,90,180,160,90,98,4300,347,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png
10078,groudon-primal,"['ground', 'fire']",100,180,160,150,90,90,50,9997,347,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
10079,rayquaza-mega,"['dragon', 'flying']",105,180,100,180,100,115,108,3920,351,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png
10080,pikachu-rock-star,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png
10081,pikachu-belle,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png
10082,pikachu-pop-star,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png
10083,pikachu-phd,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png
10084,pikachu-libre,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png
10085,pikachu-cosplay,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png
10086,hoopa-unbound,"['psychic', 'dark']",80,160,60,170,130,80,65,4900,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
10087,camerupt-mega,"['fire', 'ground']",70,120,100,145,105,20,25,3205,196,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png
10088,lopunny-mega,"['normal', 'fighting']",65,136,94,54,96,135,13,283,203,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png
10089,salamence-mega,"['dragon', 'flying']",95,145,130,120,90,120,18,1126,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png
10090,beedrill-mega,"['bug', 'poison']",65,150,40,15,80,145,14,405,223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png
10091,rattata-alola,"['dark', 'normal']",30,56,35,25,35,72,3,38,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png
10092,raticate-alola,"['dark', 'normal']",75,71,70,40,80,77,7,255,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png
10093,raticate-totem-alola,"['dark', 'normal']",75,71,70,40,80,77,14,1050,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png
10094,pikachu-original-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png
10095,pikachu-hoenn-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png
10096,pikachu-sinnoh-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png
10097,pikachu-unova-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png
10098,pikachu-kalos-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png
10099,pikachu-alola-cap,['electric'],35,55,40,50,50,90,4,60,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png
10100,raichu-alola,"['electric', 'psychic']",60,85,50,95,85,110,7,210,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png
10101,sandshrew-alola,"['ice', 'steel']",50,75,90,10,35,40,7,400,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png
10102,sandslash-alola,"['ice', 'steel']",75,100,120,25,65,65,12,550,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png
10103,vulpix-alola,['ice'],38,41,40,50,65,65,6,99,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png
10104,ninetales-alola,"['ice', 'fairy']",73,67,75,81,100,109,11,199,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png
10105,diglett-alola,"['ground', 'steel']",10,55,30,35,45,90,2,10,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png
10106,dugtrio-alola,"['ground', 'steel']",35,100,60,50,70,110,7,666,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png
10107,meowth-alola,['dark'],40,35,35,50,40,90,4,42,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png
10108,persian-alola,['dark'],65,60,60,75,65,115,11,330,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png
10109,geodude-alola,"['rock', 'electric']",40,80,100,30,30,20,4,203,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png
10110,graveler-alola,"['rock', 'electric']",55,95,115,45,45,35,10,1100,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png
10111,golem-alola,"['rock', 'electric']",80,120,130,55,65,45,17,3160,223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png
10112,grimer-alola,"['poison', 'dark']",80,80,50,40,50,25,7,420,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png
10113,muk-alola,"['poison', 'dark']",105,105,75,65,100,50,10,520,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png
10114,exeggutor-alola,"['grass', 'dragon']",95,105,85,125,75,45,109,4156,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png
10115,marowak-alola,"['fire', 'ghost']",60,80,110,50,80,45,10,340,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png
10116,greninja-battle-bond,"['water', 'dark']",72,95,67,103,71,122,15,400,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png
10117,greninja-ash,"['water', 'dark']",72,145,67,153,71,132,15,400,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png
10118,zygarde-10-power-construct,"['dragon', 'ground']",54,100,71,61,85,115,12,335,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png
10119,zygarde-50-power-construct,"['dragon', 'ground']",108,100,121,81,95,95,50,3050,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png
10120,zygarde-complete,"['dragon', 'ground']",216,100,121,91,95,85,45,6100,354,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png
10121,gumshoos-totem,['normal'],88,110,60,55,60,45,14,600,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png
10122,vikavolt-totem,"['bug', 'electric']",77,70,90,145,75,43,26,1475,225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png
10123,oricorio-pom-pom,"['electric', 'flying']",75,70,70,98,70,93,6,34,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png
10124,oricorio-pau,"['psychic', 'flying']",75,70,70,98,70,93,6,34,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png
10125,oricorio-sensu,"['ghost', 'flying']",75,70,70,98,70,93,6,34,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png
10126,lycanroc-midnight,['rock'],85,115,75,55,75,82,11,250,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png
10127,wishiwashi-school,['water'],45,140,130,140,135,30,82,786,217,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png
10128,lurantis-totem,['grass'],70,105,90,80,90,45,15,580,168,
10129,salazzle-totem,"['poison', 'fire']",68,64,60,111,60,117,21,810,168,
10130,minior-orange-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png
10131,minior-yellow-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png
10132,minior-green-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png
10133,minior-blue-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png
10134,minior-indigo-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png
10135,minior-violet-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png
10136,minior-red,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png
10137,minior-orange,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png
10138,minior-yellow,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png
10139,minior-green,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png
10140,minior-blue,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10140.png
10141,minior-indigo,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10141.png
10142,minior-violet,"['rock', 'flying']",60,100,60,100,60,120,3,3,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10142.png
10143,mimikyu-busted,"['ghost', 'fairy']",55,90,80,50,105,96,2,7,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10143.png
10144,mimikyu-totem-disguised,"['ghost', 'fairy']",55,90,80,50,105,96,4,28,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10144.png
10145,mimikyu-totem-busted,"['ghost', 'fairy']",55,90,80,50,105,96,4,28,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10145.png
10146,kommo-o-totem,"['dragon', 'fighting']",75,110,125,100,105,85,24,2075,270,
10147,magearna-original,"['steel', 'fairy']",80,95,115,130,115,65,10,805,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png
