ID,Nombre,Tipo,Ataque,Ataque Especial,Defensa,Velocidad,Altura,Peso,Defensa Especial,Habilidades,Experiencia Base,Movimientos,URL imagen,Estadísticas Base
10029,pumpkaboo-super,"['ghost', 'grass']",66,44,70,41,8,150,55,"pickup, frisk, insomnia",67,"disable, flamethrower, leech-seed, razor-leaf, solar-beam, toxic, psychic, double-team, confuse-ray, light-screen, fire-blast, dream-eater, flash, explosion, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, destiny-bond, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, synthesis, hidden-power, sunny-day, shadow-ball, rock-smash, will-o-wisp, facade, nature-power, trick, role-play, magic-coat, skill-swap, imprison, secret-power, astonish, bullet-seed, gyro-ball, worry-seed, dark-pulse, seed-bomb, energy-ball, shadow-sneak, trick-room, grass-knot, charge-beam, telekinesis, flame-charge, foul-play, round, ally-switch, hex, incinerate, bestow, trick-or-treat, confide, mystical-fire, grassy-glide, skitter-smack, poltergeist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png,"{'hp': 59, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 41}"
10030,gourgeist-small,"['ghost', 'grass']",85,58,122,99,7,95,75,"pickup, frisk, insomnia",173,"flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam, toxic, psychic, double-team, confuse-ray, light-screen, fire-blast, dream-eater, flash, explosion, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, synthesis, hidden-power, sunny-day, shadow-ball, rock-smash, will-o-wisp, facade, nature-power, trick, role-play, magic-coat, skill-swap, imprison, secret-power, astonish, bullet-seed, gyro-ball, worry-seed, dark-pulse, seed-bomb, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-sneak, trick-room, power-whip, grass-knot, charge-beam, telekinesis, flame-charge, foul-play, round, ally-switch, hex, incinerate, phantom-force, trick-or-treat, moonblast, confide, mystical-fire, brutal-swing, grassy-glide, skitter-smack, poltergeist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png,"{'hp': 55, 'attack': 85, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 99}"
10031,gourgeist-large,"['ghost', 'grass']",95,58,122,69,11,140,75,"pickup, frisk, insomnia",173,"flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam, toxic, psychic, double-team, confuse-ray, light-screen, fire-blast, dream-eater, flash, explosion, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, synthesis, hidden-power, sunny-day, shadow-ball, rock-smash, will-o-wisp, facade, nature-power, trick, role-play, magic-coat, skill-swap, imprison, secret-power, astonish, bullet-seed, gyro-ball, worry-seed, dark-pulse, seed-bomb, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-sneak, trick-room, power-whip, grass-knot, charge-beam, telekinesis, flame-charge, foul-play, round, ally-switch, hex, incinerate, phantom-force, trick-or-treat, moonblast, confide, mystical-fire, brutal-swing, grassy-glide, skitter-smack, poltergeist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png,"{'hp': 75, 'attack': 95, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 69}"
10032,gourgeist-super,"['ghost', 'grass']",100,58,122,54,17,390,75,"pickup, frisk, insomnia",173,"flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam, toxic, psychic, double-team, confuse-ray, light-screen, fire-blast, dream-eater, flash, explosion, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, synthesis, hidden-power, sunny-day, shadow-ball, rock-smash, will-o-wisp, facade, nature-power, trick, role-play, magic-coat, skill-swap, imprison, secret-power, astonish, bullet-seed, gyro-ball, worry-seed, dark-pulse, seed-bomb, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-sneak, trick-room, power-whip, grass-knot, charge-beam, telekinesis, flame-charge, foul-play, round, ally-switch, hex, incinerate, phantom-force, trick-or-treat, moonblast, confide, mystical-fire, brutal-swing, grassy-glide, skitter-smack, poltergeist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png,"{'hp': 85, 'attack': 100, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 54}"
10033,venusaur-mega,"['grass', 'poison']",100,122,123,80,24,1555,120,thick-fat,281,"swords-dance, cut, bind, vine-whip, headbutt, tackle, take-down, double-edge, growl, roar, hyper-beam, strength, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, sleep-powder, petal-dance, earthquake, toxic, double-team, light-screen, reflect, amnesia, flash, rest, substitute, snore, protect, sludge-bomb, outrage, giga-drain, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, knock-off, secret-power, block, frenzy-plant, worry-seed, seed-bomb, energy-ball, giga-impact, power-whip, grass-knot, venoshock, round, echoed-voice, grass-pledge, bulldoze, work-up, petal-blizzard, confide, stomping-tantrum",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png,"{'hp': 80, 'attack': 100, 'defense': 123, 'special-attack': 122, 'special-defense': 120, 'speed': 80}"
10034,charizard-mega-x,"['fire', 'dragon']",130,130,111,100,17,1105,85,tough-claws,285,"fire-punch, thunder-punch, scratch, swords-dance, cut, wing-attack, fly, headbutt, growl, roar, ember, flamethrower, hyper-beam, counter, seismic-toss, strength, solar-beam, dragon-rage, fire-spin, earthquake, dig, toxic, double-team, smokescreen, reflect, fire-blast, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, scary-face, outrage, swagger, steel-wing, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, brick-break, secret-power, blast-burn, overheat, rock-tomb, aerial-ace, dragon-claw, roost, tailwind, fling, flare-blitz, air-slash, dragon-pulse, focus-blast, giga-impact, shadow-claw, fire-fang, defog, hone-claws, flame-burst, flame-charge, round, echoed-voice, sky-drop, incinerate, inferno, fire-pledge, bulldoze, dragon-tail, work-up, confide, power-up-punch, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png,"{'hp': 78, 'attack': 130, 'defense': 111, 'special-attack': 130, 'special-defense': 85, 'speed': 100}"
10035,charizard-mega-y,"['fire', 'flying']",104,159,78,100,17,1005,115,drought,285,"fire-punch, thunder-punch, scratch, swords-dance, cut, wing-attack, fly, headbutt, growl, roar, ember, flamethrower, hyper-beam, counter, seismic-toss, strength, solar-beam, dragon-rage, fire-spin, earthquake, dig, toxic, double-team, smokescreen, reflect, fire-blast, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, scary-face, outrage, swagger, steel-wing, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, brick-break, secret-power, blast-burn, overheat, rock-tomb, aerial-ace, dragon-claw, roost, tailwind, fling, flare-blitz, air-slash, dragon-pulse, focus-blast, giga-impact, shadow-claw, fire-fang, defog, hone-claws, flame-burst, flame-charge, round, echoed-voice, sky-drop, incinerate, inferno, fire-pledge, bulldoze, dragon-tail, work-up, confide, power-up-punch, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png,"{'hp': 78, 'attack': 104, 'defense': 78, 'special-attack': 159, 'special-defense': 115, 'speed': 100}"
10036,blastoise-mega,['water'],103,135,120,78,16,1011,115,mega-launcher,284,"ice-punch, headbutt, tackle, tail-whip, bite, roar, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, seismic-toss, strength, earthquake, dig, toxic, double-team, withdraw, reflect, waterfall, skull-bash, bubble, rest, rock-slide, substitute, snore, protect, icy-wind, outrage, swagger, attract, sleep-talk, return, frustration, rapid-spin, iron-tail, hidden-power, rain-dance, rock-smash, fake-out, hail, facade, focus-punch, brick-break, secret-power, dive, hydro-cannon, rock-tomb, signal-beam, iron-defense, water-pulse, gyro-ball, fling, dark-pulse, aqua-tail, dragon-pulse, focus-blast, giga-impact, zen-headbutt, flash-cannon, aqua-jet, smack-down, round, scald, water-pledge, bulldoze, dragon-tail, work-up, confide, power-up-punch, liquidation",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png,"{'hp': 79, 'attack': 103, 'defense': 120, 'special-attack': 135, 'special-defense': 115, 'speed': 78}"
10037,alakazam-mega,['psychic'],50,175,65,150,12,480,105,trace,270,"fire-punch, ice-punch, thunder-punch, headbutt, disable, psybeam, hyper-beam, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, teleport, night-shade, double-team, recover, barrier, light-screen, reflect, kinesis, dream-eater, flash, rest, tri-attack, substitute, thief, snore, protect, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, embargo, fling, drain-punch, focus-blast, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, laser-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png,"{'hp': 55, 'attack': 50, 'defense': 65, 'special-attack': 175, 'special-defense': 105, 'speed': 150}"
10038,gengar-mega,"['ghost', 'poison']",65,170,80,130,14,405,95,shadow-tag,270,"fire-punch, ice-punch, thunder-punch, headbutt, disable, hyper-beam, seismic-toss, strength, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, night-shade, double-team, confuse-ray, haze, self-destruct, lick, smog, dream-eater, poison-gas, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, sludge-bomb, destiny-bond, icy-wind, giga-drain, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, brick-break, knock-off, skill-swap, snatch, secret-power, shadow-punch, payback, embargo, fling, sucker-punch, poison-jab, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, shadow-claw, trick-room, wonder-room, venoshock, telekinesis, foul-play, round, ally-switch, hex, confide, dazzling-gleam, infestation, power-up-punch, laser-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png,"{'hp': 60, 'attack': 65, 'defense': 80, 'special-attack': 170, 'special-defense': 95, 'speed': 130}"
10039,kangaskhan-mega,['normal'],125,60,100,100,22,1000,100,parental-bond,207,"comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, cut, stomp, headbutt, double-edge, tail-whip, leer, bite, roar, disable, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, dig, toxic, rage, double-team, focus-energy, fire-blast, dizzy-punch, rest, rock-slide, substitute, thief, snore, reversal, spite, protect, foresight, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, fake-out, uproar, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, crush-claw, rock-tomb, aerial-ace, covet, shock-wave, water-pulse, hammer-arm, fling, trump-card, sucker-punch, aqua-tail, drain-punch, focus-blast, giga-impact, shadow-claw, double-hit, round, chip-away, circle-throw, incinerate, retaliate, bulldoze, work-up, confide, power-up-punch",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png,"{'hp': 105, 'attack': 125, 'defense': 100, 'special-attack': 60, 'special-defense': 100, 'speed': 100}"
10040,pinsir-mega,"['bug', 'flying']",155,65,120,105,17,590,90,aerilate,210,"vice-grip, guillotine, swords-dance, cut, bind, headbutt, fury-attack, thrash, hyper-beam, submission, seismic-toss, strength, earthquake, dig, toxic, quick-attack, double-team, harden, focus-energy, rest, rock-slide, substitute, thief, snore, flail, protect, feint-attack, outrage, false-swipe, swagger, attract, sleep-talk, return, frustration, vital-throw, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, iron-defense, bulk-up, feint, close-combat, fling, me-first, x-scissor, focus-blast, giga-impact, stone-edge, stealth-rock, bug-bite, double-hit, smack-down, storm-throw, round, struggle-bug, bulldoze, confide, throat-chop, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,"{'hp': 65, 'attack': 155, 'defense': 120, 'special-attack': 65, 'special-defense': 90, 'speed': 105}"
10041,gyarados-mega,"['water', 'dark']",155,70,109,81,65,3050,130,mold-breaker,224,"bind, headbutt, thrash, leer, bite, roar, flamethrower, hydro-pump, surf, ice-beam, blizzard, hyper-beam, strength, dragon-rage, thunderbolt, thunder-wave, thunder, earthquake, toxic, rage, double-team, reflect, fire-blast, waterfall, rest, substitute, snore, spite, protect, scary-face, icy-wind, outrage, sandstorm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, twister, rain-dance, crunch, rock-smash, uproar, hail, torment, facade, taunt, secret-power, dive, bounce, dragon-dance, water-pulse, payback, dark-pulse, aqua-tail, dragon-pulse, giga-impact, ice-fang, iron-head, stone-edge, round, scald, incinerate, bulldoze, dragon-tail, hurricane, confide, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,"{'hp': 95, 'attack': 155, 'defense': 109, 'special-attack': 70, 'special-defense': 130, 'speed': 81}"
10042,aerodactyl-mega,"['rock', 'flying']",135,70,85,150,21,790,95,tough-claws,215,"wing-attack, whirlwind, fly, headbutt, take-down, bite, roar, supersonic, flamethrower, hyper-beam, strength, rock-throw, earthquake, toxic, agility, double-team, reflect, fire-blast, sky-attack, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, foresight, sandstorm, swagger, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, ancient-power, rock-smash, heat-wave, torment, facade, taunt, secret-power, rock-tomb, aerial-ace, dragon-claw, roost, tailwind, payback, assurance, rock-polish, aqua-tail, dragon-pulse, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, defog, iron-head, stone-edge, stealth-rock, hone-claws, wide-guard, smack-down, round, sky-drop, incinerate, bulldoze, confide, laser-focus, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,"{'hp': 80, 'attack': 135, 'defense': 85, 'special-attack': 70, 'special-defense': 95, 'speed': 150}"
10043,mewtwo-mega-x,"['psychic', 'fighting']",190,154,100,130,23,1270,100,steadfast,351,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt, disable, flamethrower, mist, ice-beam, blizzard, psybeam, hyper-beam, low-kick, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, teleport, double-team, recover, confuse-ray, barrier, light-screen, reflect, self-destruct, fire-blast, swift, amnesia, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, snore, protect, icy-wind, sandstorm, swagger, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, hail, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, brick-break, skill-swap, snatch, secret-power, dive, rock-tomb, signal-beam, aerial-ace, bulk-up, calm-mind, shock-wave, water-pulse, gravity, miracle-eye, embargo, fling, me-first, power-swap, guard-swap, aura-sphere, poison-jab, aqua-tail, drain-punch, focus-blast, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, stone-edge, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, low-sweep, foul-play, round, incinerate, bulldoze, psystrike, confide, power-up-punch, laser-focus, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,"{'hp': 106, 'attack': 190, 'defense': 100, 'special-attack': 154, 'special-defense': 100, 'speed': 130}"
10044,mewtwo-mega-y,['psychic'],150,194,70,140,15,330,120,insomnia,351,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt, disable, flamethrower, mist, ice-beam, blizzard, psybeam, hyper-beam, low-kick, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, teleport, double-team, recover, confuse-ray, barrier, light-screen, reflect, self-destruct, fire-blast, swift, amnesia, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, snore, protect, icy-wind, sandstorm, swagger, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, hail, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, brick-break, skill-swap, snatch, secret-power, dive, rock-tomb, signal-beam, aerial-ace, bulk-up, calm-mind, shock-wave, water-pulse, gravity, miracle-eye, embargo, fling, me-first, power-swap, guard-swap, aura-sphere, poison-jab, aqua-tail, drain-punch, focus-blast, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, stone-edge, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, low-sweep, foul-play, round, incinerate, bulldoze, psystrike, confide, power-up-punch, laser-focus, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,"{'hp': 106, 'attack': 150, 'defense': 70, 'special-attack': 194, 'special-defense': 120, 'speed': 140}"
10045,ampharos-mega,"['electric', 'dragon']",95,165,105,45,14,615,110,mold-breaker,275,"fire-punch, thunder-punch, tackle, take-down, growl, hyper-beam, strength, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, double-team, confuse-ray, light-screen, flash, rest, substitute, snore, cotton-spore, protect, zap-cannon, outrage, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, rock-smash, facade, focus-punch, charge, brick-break, secret-power, signal-beam, shock-wave, fling, magnet-rise, dragon-pulse, power-gem, focus-blast, giga-impact, discharge, charge-beam, electro-ball, after-you, round, echoed-voice, volt-switch, bulldoze, electroweb, wild-charge, cotton-guard, ion-deluge, confide, magnetic-flux, power-up-punch, laser-focus, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,"{'hp': 90, 'attack': 95, 'defense': 105, 'special-attack': 165, 'special-defense': 110, 'speed': 45}"
10046,scizor-mega,"['bug', 'steel']",150,65,140,75,20,1250,100,technician,210,"razor-wind, swords-dance, cut, leer, hyper-beam, strength, toxic, agility, quick-attack, double-team, light-screen, focus-energy, rest, slash, substitute, thief, snore, protect, sandstorm, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, pursuit, metal-claw, hidden-power, rain-dance, sunny-day, rock-smash, facade, superpower, brick-break, knock-off, secret-power, aerial-ace, iron-defense, roost, feint, tailwind, u-turn, fling, night-slash, x-scissor, giga-impact, bullet-punch, flash-cannon, defog, iron-head, bug-bite, double-hit, venoshock, round, acrobatics, struggle-bug, confide, laser-focus, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png,"{'hp': 70, 'attack': 150, 'defense': 140, 'special-attack': 65, 'special-defense': 100, 'speed': 75}"
10047,heracross-mega,"['bug', 'fighting']",185,40,115,75,17,625,105,skill-link,210,"swords-dance, cut, horn-attack, fury-attack, tackle, take-down, double-edge, pin-missile, leer, hyper-beam, low-kick, counter, seismic-toss, strength, earthquake, dig, toxic, double-team, harden, bide, rest, rock-slide, substitute, thief, snore, flail, reversal, protect, endure, false-swipe, swagger, attract, sleep-talk, return, frustration, megahorn, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, revenge, brick-break, knock-off, secret-power, arm-thrust, rock-tomb, bullet-seed, aerial-ace, iron-defense, bulk-up, rock-blast, feint, close-combat, fling, night-slash, focus-blast, giga-impact, shadow-claw, stone-edge, bug-bite, venoshock, smack-down, round, chip-away, retaliate, struggle-bug, bulldoze, work-up, confide, throat-chop, brutal-swing",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png,"{'hp': 80, 'attack': 185, 'defense': 115, 'special-attack': 40, 'special-defense': 105, 'speed': 75}"
10048,houndoom-mega,"['dark', 'fire']",90,140,90,115,19,495,90,solar-power,210,"leer, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, toxic, double-team, smog, fire-blast, dream-eater, rest, super-fang, substitute, thief, snore, spite, protect, feint-attack, sludge-bomb, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, shadow-ball, rock-smash, beat-up, uproar, heat-wave, torment, will-o-wisp, facade, taunt, role-play, snatch, secret-power, hyper-voice, overheat, odor-sleuth, howl, payback, embargo, dark-pulse, giga-impact, nasty-plot, thunder-fang, fire-fang, flame-charge, foul-play, round, incinerate, retaliate, inferno, snarl, confide, laser-focus, throat-chop",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png,"{'hp': 75, 'attack': 90, 'defense': 90, 'special-attack': 140, 'special-defense': 90, 'speed': 115}"
10049,tyranitar-mega,"['rock', 'dark']",164,95,150,71,25,2550,120,sand-stream,315,"fire-punch, ice-punch, thunder-punch, cut, thrash, leer, bite, roar, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, strength, thunderbolt, thunder-wave, thunder, earthquake, dig, toxic, screech, double-team, fire-blast, rest, rock-slide, substitute, snore, spite, protect, scary-face, outrage, sandstorm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, uproar, torment, facade, focus-punch, taunt, superpower, brick-break, secret-power, rock-tomb, aerial-ace, iron-defense, block, dragon-claw, shock-wave, water-pulse, payback, fling, rock-polish, dark-pulse, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, shadow-claw, thunder-fang, ice-fang, fire-fang, iron-head, stone-edge, stealth-rock, hone-claws, smack-down, foul-play, round, chip-away, incinerate, retaliate, bulldoze, dragon-tail, snarl, confide, power-up-punch, brutal-swing, stomping-tantrum",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png,"{'hp': 100, 'attack': 164, 'defense': 150, 'special-attack': 95, 'special-defense': 120, 'speed': 71}"
10050,blaziken-mega,"['fire', 'fighting']",160,130,80,100,19,520,80,speed-boost,284,"fire-punch, thunder-punch, scratch, swords-dance, cut, double-kick, sand-attack, growl, roar, ember, flamethrower, hyper-beam, peck, low-kick, strength, solar-beam, earthquake, dig, toxic, quick-attack, double-team, focus-energy, fire-blast, high-jump-kick, rest, rock-slide, slash, substitute, snore, protect, swagger, attract, sleep-talk, return, frustration, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, helping-hand, role-play, superpower, brick-break, knock-off, secret-power, blaze-kick, blast-burn, overheat, rock-tomb, sky-uppercut, aerial-ace, bulk-up, bounce, fling, last-resort, flare-blitz, poison-jab, focus-blast, brave-bird, giga-impact, shadow-claw, defog, stone-edge, hone-claws, flame-charge, low-sweep, round, echoed-voice, incinerate, acrobatics, fire-pledge, bulldoze, work-up, dual-chop, confide, power-up-punch, laser-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png,"{'hp': 80, 'attack': 160, 'defense': 80, 'special-attack': 130, 'special-defense': 80, 'speed': 100}"
10051,gardevoir-mega,"['psychic', 'fairy']",85,165,65,100,16,484,135,pixilate,278,"fire-punch, ice-punch, thunder-punch, growl, hyper-beam, thunderbolt, thunder-wave, toxic, confusion, psychic, hypnosis, teleport, double-team, light-screen, reflect, dream-eater, flash, rest, substitute, thief, snore, protect, icy-wind, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, will-o-wisp, facade, taunt, helping-hand, trick, wish, magic-coat, recycle, skill-swap, imprison, snatch, secret-power, hyper-voice, signal-beam, magical-leaf, calm-mind, shock-wave, healing-wish, fling, focus-blast, energy-ball, giga-impact, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, heal-pulse, disarming-voice, draining-kiss, misty-terrain, moonblast, confide, dazzling-gleam, laser-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png,"{'hp': 68, 'attack': 85, 'defense': 65, 'special-attack': 165, 'special-defense': 135, 'speed': 100}"
10052,mawile-mega,"['steel', 'fairy']",105,55,125,50,10,235,95,huge-power,168,"ice-punch, thunder-punch, vice-grip, swords-dance, slam, bite, growl, flamethrower, ice-beam, hyper-beam, seismic-toss, strength, solar-beam, toxic, double-team, fire-blast, rest, rock-slide, super-fang, substitute, snore, protect, feint-attack, sludge-bomb, icy-wind, sandstorm, false-swipe, swagger, attract, sleep-talk, return, frustration, pain-split, baton-pass, sweet-scent, hidden-power, rain-dance, sunny-day, crunch, psych-up, ancient-power, shadow-ball, rock-smash, stockpile, spit-up, swallow, torment, facade, focus-punch, taunt, brick-break, knock-off, snatch, secret-power, poison-fang, astonish, fake-tears, rock-tomb, tickle, iron-defense, metal-burst, payback, embargo, fling, guard-swap, punishment, last-resort, sucker-punch, magnet-rise, dark-pulse, focus-blast, giga-impact, thunder-fang, ice-fang, fire-fang, flash-cannon, iron-head, stone-edge, captivate, stealth-rock, grass-knot, charge-beam, foul-play, round, incinerate, misty-terrain, play-rough, fairy-wind, confide, power-up-punch, laser-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png,"{'hp': 50, 'attack': 105, 'defense': 125, 'special-attack': 55, 'special-defense': 95, 'speed': 50}"
10053,aggron-mega,['steel'],140,60,230,50,22,3950,80,filter,284,"fire-punch, ice-punch, thunder-punch, cut, headbutt, tackle, take-down, double-edge, roar, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, dig, toxic, double-team, harden, fire-blast, rest, rock-slide, substitute, snore, spite, protect, mud-slap, icy-wind, outrage, sandstorm, swagger, attract, sleep-talk, return, frustration, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, rock-smash, uproar, facade, focus-punch, taunt, superpower, brick-break, endeavor, secret-power, rock-tomb, metal-sound, aerial-ace, iron-defense, block, dragon-claw, shock-wave, water-pulse, metal-burst, payback, fling, magnet-rise, rock-polish, dark-pulse, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, shadow-claw, flash-cannon, iron-head, stone-edge, stealth-rock, hone-claws, autotomize, smack-down, heavy-slam, round, incinerate, bulldoze, dragon-tail, confide, power-up-punch, smart-strike, brutal-swing, stomping-tantrum",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png,"{'hp': 70, 'attack': 140, 'defense': 230, 'special-attack': 60, 'special-defense': 80, 'speed': 50}"
